0x00370EC5	煌雷霹雳弩 
0xDCD08FEB	白炎战车Ⅱ 
0xDD14519E	锁刃锤·贝德维尔 
0xDD243471	风剪轻弩Ⅰ 
0xDD4DEC1B	无食珠【1】
0xDD548134	护火龙β 
0xDD6004A7	冻峰龙的尾巴
0xDD74E03E	全开护石Ⅰ
0xDDAA1AE4	煌雷棍Ⅰ 
0xDDABBD19	希望兵装Ⅳ 
0xDDC4E1AB	龙血石
0xDDCA87AE	拔打·匠珠【3】
0xDDD32A3A	血泪Ⅲ 
0xDDD66164	流水草
0xDDDFEEB2	冰结珠Ⅲ【3】
0xDDE2E2EE	流水·昂扬珠【3】
0xDDF8009F	山神辟蛮刀 
0xDDFC1D84	雪狮毗湿奴弓Ⅰ 
0xDE1ADB30	风铗龙的皮
0xDE1E6C4F	护雷颚龙猫骨锤α
0xDE3766ED	合金猫铠甲α
0xDE4A4944	密林
0xDE58C00A	女武神之火Ⅱ 
0xDE6F4865	角龙
0xDE70EE12	影蜘蛛 
0xDE7D91F1	特会珠【1】
0xDE84832C	赫猿兽的鳞
0xDEA80441	波涛斩斧Ⅰ 
0xDEA99A78	护锁刃龙α 
0xDEAA161B	铸铁α 
0xDEC095C6	偏好怪异化调查任务
0xDEC33141	希望长枪Ⅳ 
0xDEC45E07	积弹·雷光珠【3】
0xDED49DEE	初弹·破龙珠【3】
0xDEDB2428	锑岩
0xDEE819C9	煌雷龙猫【武士盔】α
0xDEF31B1E	骨制弯刀Ⅱ 
0xDF225C3B	阿剌克涅之镰 
0xDF4AB583	狱焰蛸的髓液
0xDF4C4AB4	完成任务时的奖励不受影响。
0xDF6FB6E5	排除官方任务
0xDF716922	缠蛙α 
0xDF8008DF	雄火龙
0xDF925465	耐火护石Ⅰ
0xDF9A0541	毒珠Ⅱ【2】
0xDFB33FC7	辟兽猫拳击套
0xDFBE0EB2	牢狱锤Ⅰ 
0xDFF77EF8	应急药
0xE00F86FD	底力护石Ⅰ
0xE036382F	道具
0xE072EC55	煌雷刀Ⅱ 
0xE07CDA8C	混沌黑蚀龙
0xE08206B3	期冀兵装 
0xE089B2D6	鬼人弹
0xE0B79756	波衣龙
0xE0C98F46	此效果较为细微
0xE0F9067B	辟兽α 
0xE0FAACF4	爆破珠Ⅱ【2】
0xE1028936	最爱蘑菇
0xE105CED0	桃毛兽王狩猎证
0xE13922B7	布斯威尔之暗弓 
0xE15B32E4	默认为模糊
0xE16CB8E1	炮术珠【1】
0xE19789A6	嗜菇护石Ⅱ
0xE1EAB953	破龙·击晕珠【3】
0xE1F8885B	刚刃珠【1】
0xE20D939C	辟兽的锐爪
0xE212E98C	赤翼Ⅰ 
0xE2154E60	桃毛兽王松露
0xE2408DAD	黑痹铳枪 
0xE25B9D38	通过
0xE2A9955C	餐点逃走术
0xE2ACB252	机械大剑Ⅱ 
0xE2E0AC29	强壁·火炎珠【3】
0xE2E6CC07	钢铁of律法 
0xE2EC183B	金属风笛Ⅰ 
0xE2FF2ECD	集中·破龙珠【3】
0xE2FF5403	蓄击·达人珠【3】
0xE314F8D3	希望铳枪Ⅲ 
0xE3451922	心眼珠【1】
0xE35D5551	银之遗物票
0xE37A28D1	炮术
0xE3837B61	煌雷龙的逆鳞
0xE383DF4F	锁定/解锁
0xE388F040	炸药
0xE3A15F4F	翼龙
0xE3A379C6	重置已发布任务的列表
0xE3BD89C5	破龙珠Ⅱ【2】
0xE3BEE7AC	炎尾弓Ⅱ 
0xE3C605CC	沼喷龙的锐爪
0xE3D6EF54	耐缚护石Ⅲ
0xE3F19637	跑者
0xE3F73F40	赫猿兽的甲壳
0xE3F8965A	结果：
0xE405AFDF	机械猫圆盘α
0xE421FC5E	缠蛙猫连体衣
0xE42C1081	希望号角Ⅰ 
0xE43A4B76	汪克尔原动机 
0xE442297C	粉身碎骨 
0xE44F531C	在多人游戏时启动慢动作
0xE46E9E4C	坚骨发射器 
0xE48BC65B	防御护石Ⅳ
0xE48E571E	回避性能
0xE4928DFB	减轻胆怯
0xE4966024	耐龙珠【1】
0xE4AF14A4	简体中文
0xE4BC42DD	怪鸟撕裂火斧 
0xE4D65172	集中·流水珠【3】
0xE4FE3270	无伤
0xE4FE4DBE	库纳法奶酪
0xE5012507	风铗龙狩猎证
0xE509AB01	金属风笛Ⅲ 
0xE52412D0	急袭护石Ⅱ
0xE554385E	自动buff激活
0xE55C1957	铬钢钻头Ⅰ 
0xE579E1E9	自定义护石
0xE57B3B55	毛皮之昂扬
0xE5894A7B	河童蛙
0xE59C4952	刺花蜘蛛β 
0xE5C46808	合金 
0xE5DDB0B1	冻结袋
0xE5E2EEED	斩斧
0xE60B284A	仅在瞄准时
0xE60CA233	桃毛争斗 
0xE62B1805	白炎弓Ⅰ 
0xE648BF46	刺花蜘蛛的浓粘液
0xE65DDF0F	餐点特殊攻击术
0xE667C02D	钳速龙的上等鳞
0xE682AE70	餐点医疗术
0xE696DE71	煌雷龙β 
0xE6982EA8	炎尾长枪Ⅰ 
0xE6A721DB	希望兵装Ⅲ 
0xE6CC7BE8	煌雷盾斧Ⅲ 
0xE6F6658C	风爪盾斧Ⅰ 
0xE6FF67F1	昆虫标本达人
0xE702D195	投射器贯穿弹
0xE7058B46	辟轰笛Ⅰ 
0xE71B52C5	鼠标左键
0xE7209052	骨刃Ⅰ 
0xE721CA57	环境光
0xE73043CB	雪狮子王的锐牙
0xE73FF0FD	启用自定义对比度
0xE757D62E	护雷颚龙的锐牙
0xE7605011	亮亮的宝物
0xE7647B5D	战车魔术师Ⅱ 
0xE774518F	麻痹铳枪Ⅰ 
0xE7774739	护石
0xE7D2E8C1	移除玩家的效果##DBSharpness
0xE7E5EB05	任务奖励护石
0xE7F1BF08	乌鸦of悬挂者 
0xE809C316	攻势护石Ⅰ
0xE80B9EF2	雷光·初弹珠【3】
0xE81471A6	清除怪物
0xE826FA37	合金猫头盔
0xE84A7C57	赫炎双刃·半托迦 
0xE84FB560	护锁刃锤Ⅱ 
0xE8675F6A	护龙的血
0xE8AB25DB	毒笛狂想曲Ⅱ 
0xE8BAFD43	飞龙刀【白】Ⅰ 
0xE8CBCFD3	锯带龙β 
0xE8CE7AC9	创世蛋白石
0xE8F2A9F4	护辟暴斧Ⅰ 
0xE8F482B2	铠龙终极怒吼 
0xE904E8F5	狱焰斩斧Ⅰ 
0xE90F2C37	毒蛛刺花剑 
0xE933D2DC	影蜘蛛巨剑Ⅱ 
0xE946AF96	耐防护石Ⅰ
0xE94A58F7	集中·射法珠【3】
0xE968FE47	望远镜
0xE98D480A	沙海剑Ⅲ 
0xE993043F	锁甲 
0xE9A23142	风铗龙的上等尾爪
0xE9B48E91	炙热锐剑Ⅰ 
0xE9CAE11B	半生肉
0xE9CC2291	铁刀Ⅱ 
0xE9D9F977	心眼珠Ⅲ【3】
0xE9FF9F4B	龙耐性
0xEA0C235F	护锁刃弓Ⅱ 
0xEA1D1092	投射器爆裂石
0xEA1F4ED8	排除大连续任务
0xEA254452	飞龙刀【百合】 
0xEA374309	补给专用生命粉尘
0xEA38B329	狂龙结晶
0xEA39EFF0	赫猿兽的尾巴
0xEA3EFB7B	断食护石Ⅰ
0xEA56472E	似乎影响远距离雾效渲染
0xEA5FCAD8	砥石
0xEA647FFD	硬骨弯刀 
0xEA9C347D	英魂灭尽 
0xEAA07C51	便携营火炉
0xEAA76F40	补给专用闪光弹
0xEAD3394E	快吃护石Ⅰ
0xEADFE19A	拔刀术【技】
0xEAE60011	机械大剑Ⅰ 
0xEB1678EE	调查等级过低
0xEB1D901B	排除下位任务
0xEB29A375	守势·铁壁珠【3】
0xEB2ACAD9	机械战锤Ⅰ 
0xEB2EC079	闪光珠【1】
0xEB4A7430	沙海长刃Ⅰ 
0xEB57A719	调查队耳饰票
0xEB5E67E8	锁刃铳枪Ⅰ 
0xEB63D85B	二重战斧Ⅰ 
0xEB69BA12	猛毒袋
0xEB6D2160	龙姬斩斧Ⅱ 
0xEB870894	咬鱼α 
0xEB91600A	希望之斧Ⅲ 
0xEB978B00	慢动作持续时间
0xEBB5EB98	怪物浓液
0xEBFC2DFF	护雷颚龙狩猎证 S
0xEC081C92	节食珠【1】
0xEC0EED9C	锁刃盾斧Ⅰ 
0xEC19E142	煌雷枪Ⅲ 
0xEC20B823	回避衣装
0xEC31272D	骨制发射器Ⅱ 
0xEC36DA80	白炎翼剑Ⅰ 
0xEC3B7408	护锁刃枪Ⅰ 
0xEC5009F1	剧毒怪锤Ⅰ 
0xEC583B7E	耐缚护石Ⅰ
0xEC68D904	机械军刀Ⅰ 
0xEC856D7B	飞龙刀【朱】Ⅰ 
0xEC8900F3	草食种的坚壳
0xECA27C75	波涛炮Ⅱ 
0xECAF972C	锁刃龙狩猎证 S
0xECBE0F39	生命of检验者Ⅰ 
0xECD884EF	希望之剑Ⅳ 
0xECDEECE3	环境珠【1】
0xECE240EA	战术珠【3】
0xECED9EEB	飞跃珠【1】
0xECF4CFB4	战车黑法师 
0xED1570B6	怪鸟之歌Ⅰ 
0xED1F08B2	沙海龙α 
0xED2CFE40	辟兽猫拳击套α
0xED3BC223	风铗龙α 
0xED4621A5	暗器蛸的髓液
0xED6356C4	生命大粉尘
0xED73C002	苦虫汁
0xED801015	炎尾龙
0xED80D241	随从攻击
0xED826551	钢铁迅斧Ⅰ 
0xED87F6BB	小桶爆弹
0xEDA4B10D	煌雷棍Ⅱ 
0xEDB924F1	霸主泡狐龙
0xEDBF0184	怪鸟大炮 
0xEDC041BF	自动随机选择任务
0xEDC9575F	沼喷龙狩猎证
0xEDD0408B	炎尾弓Ⅳ 
0xEDD064FB	屠戮者Ⅰ 
0xEDD80968	雌火龙的红玉
0xEDE448D9	怪鸟α 
0xEE1CF02B	作者: <COL RED>kmy</COL>,汉化: <COL BU>蛮子哒</COL>
0xEE3E7FDE	护雷颚龙猫头盔α
0xEE46CA68	影蜘蛛柔韧弯弓 
0xEE48D910	缠蛙兵装Ⅲ 
0xEE73C827	强壁珠Ⅲ【3】
0xEE764533	煌雷剑Ⅱ 
0xEE8ACCB9	抗狂护石Ⅲ
0xEE8D0985	翼龙的皮
0xEE9E3A5D	毒狗龙王
0xEEB00C33	回复弹
0xEECF68CC	冻峰龙β 
0xEEE65A80	流水壶海鞘
0xEEF4C081	初弹·铁壁珠【3】
0xEEFA58C5	影蜘蛛巨剑Ⅲ 
0xEF005136	轰龙
0xEF1322B2	排队等待您选择的随机联机任务或加入集会任务
0xEF1790C5	AKA衰减距离
0xEF200705	怪鸟的上等鳞
0xEF4A0EC8	睡眠生肉
0xEF4A5764	速纳珠【1】
0xEF9FAF4B	硬骨枪 
0xEFB9F6C6	有效性检查: 技能 3##FilterSkill3%d
0xEFC9B29F	射击键：
0xF004C984	光虫荧光素
0xF024C664	护辟兽的爪
0xF03E4592	赫猿兽的坚甲
0xF04DA9DE	金色鳞片
0xF05652C6	击晕珠Ⅱ【2】
0xF05F8322	铠龙狩猎证 S
0xF0BE04AD	启用手柄
0xF0C79167	发布
0xF0ED03DF	桃毛兽
0xF0F58835	铠龙重锤 
0xF1042710	高价值素材
0xF10E733D	炎尾龙猫枪α
0xF126873B	毒属性强化
0xF13515C4	铬钢钻头Ⅱ 
0xF146D241	流水·属会珠【3】
0xF18B6403	狮王焰型刀 
0xF1937F70	风钩刀Ⅱ 
0xF196AE61	砥石使用高速化
0xF199E8D8	赫炎笛Ⅰ 
0xF1B48792	银之炼金票
0xF1C45192	排除斗技场任务
0xF1C8E01F	排除怪异化调查任务
0xF1CBEE3E	浓郁库纳法奶酪
0xF1E26203	睡眠瓶追加
0xF2129BAE	赫猿兽 
0xF22A6288	斗技场
0xF24157DC	护辟兽的上等皮
0xF26E7705	藏钩大剑 
0xF2910715	大骨锤Ⅱ 
0xF2987BBF	青年铁剑Ⅰ 
0xF2C40E41	刺花斩斧Ⅱ 
0xF2D0AE77	希望号角Ⅲ 
0xF2E3B08A	血眠虫
0xF2E6287B	耐麻护石Ⅲ
0xF31CF108	火龙α 
0xF31E91E6	冷饮
0xF3256FB6	断食护石Ⅱ
0xF334CE34	技能 1##AmuletSkill1%d
0xF33A65FE	遗灵 
0xF33E70B0	铠龙
0xF34371E8	异界旋火Ⅱ 
0xF360F4CF	非法的怪物
0xF36B15E8	护龙的鳞
0xF37804F6	煌雷盾斧Ⅰ 
0xF38BE540	沙海锤Ⅲ 
0xF3BDC2BB	虚无之弓Ⅱ 
0xF3E235C0	骨斧Ⅳ 
0xF4056350	二重战斧Ⅱ 
0xF414FB2E	任务管理器
0xF425F34E	虚无大剑Ⅰ 
0xF42BE16A	破龙·初弹珠【3】
0xF43B41B5	操虫棍##BuffGlow
0xF446B9CD	刺花蜘蛛猫礼服α
0xF45E9E5E	速变·破龙珠【3】
0xF461FC1E	龙王的独眼α 
0xF46829DD	刺花棍Ⅱ 
0xF4780697	展翅蛾
0xF47A0E54	强壁·雷光珠【3】
0xF49006D1	删除任务
0xF49341F9	护龙的上等鳞
0xF4A379FD	坚固的巨骨
0xF4B2B601	铠玉
0xF4BBC0F5	冰人鱼龙
0xF4FFA37F	白炎尾枪Ⅰ 
0xF506A515	斩首刀【鸡】Ⅰ 
0xF51F3748	铸铁 
0xF52426E1	库纳法猫头巾α
0xF5245435	麻痹珠【1】
0xF53A9526	护火龙的鳞
0xF53B6696	音色of哭号Ⅰ 
0xF53E49B4	冻峰龙猫权杖α
0xF576B1C2	雾效剔除距离
0xF5772C00	破坏者大剑Ⅲ 
0xF58798FD	常春藤叶
0xF589C2C7	属会·火炎珠【3】
0xF59F9FA4	流水·利刃珠【3】
0xF5AFCDF2	骨制斩斧Ⅲ 
0xF5E94A96	鬼人药
0xF5F3BA73	耐眠护石Ⅱ
0xF5FEBD40	坚固的骨
0xF6066B44	餐点采集术
0xF616502A	刺花蜘蛛的锐爪
0xF6239231	辟兽猫铠甲
0xF629B77C	怪鸟猫面具α
0xF63619C8	恶蛸狱焰大剑 
0xF6491ACA	任务ID
0xF67DB1CF	触发条件：
0xF6887865	缠蛙
0xF68B0F7C	缠蛙猫锤α
0xF68EAFB8	希望之斧Ⅰ 
0xF68F3F6B	随机化设置
0xF695E43E	小胃口护石Ⅲ
0xF6995A9D	炎尾双刃Ⅳ 
0xF6AECCFB	冻峰龙的坚壳
0xF6C670B9	辟兽的上等皮
0xF6E2B701	护锁刃龙之命脉
0xF6E569E5	暗器蛸狩猎证
0xF6E5A090	鼓笛·击晕珠【3】
0xF6EF29DC	自尊of黑影Ⅰ 
0xF71EF322	跳过Motley Mix
0xF72E75FA	炎尾长枪Ⅲ 
0xF74128F9	铁锤Ⅱ 
0xF7759A44	黑蚀龙的锐惨爪
0xF775C7E5	风月牙枪Ⅰ 
0xF7876EE9	皇家琉璃铃 
0xF7CD412F	护锁刃大剑Ⅰ 
0xF7D028C7	补给专用生命大粉尘
0xF7D9918A	初弹·射法珠【3】
0xF7E3D06E	凶爪龙之力
0xF802F56A	雷光珠【1】
0xF811C798	雪狮哈奴曼锤Ⅰ 
0xF819B905	暗器蛸的锐牙
0xF8404C98	波衣龙的鳞
0xF84BEDF6	必定头彩
0xF8627A96	金色龙鳞重饰大壶
0xF865442E	昂扬珠Ⅲ【3】
0xF87D4FB0	护火龙猫刃α
0xF87F01AE	破龙·速变珠【3】
0xF87FB767	大桶爆弹G
0xF88925BD	睡眠耐性
0xF894EDC5	期冀加农炮 
0xF8B9E04D	机械破坏炮Ⅱ 
0xF8C120A5	护火龙棍Ⅰ 
0xF8D0A3EF	沙海龙 
0xF8E25500	护辟荒枪Ⅱ 
0xF8E96B21	死神猫大衣α
0xF8F3C12E	环境护石Ⅱ
0xF8F54B6A	移除所有玩家的效果##HCharge
0xF8FB34CD	沙海长枪Ⅲ 
0xF9132CC9	辟兽之力
0xF9184240	恶蛸狱焰锤 
0xF9364E5B	这些是绝对设定值（非乘数），因此可能存在问题
0xF941A903	瞄准和射击同时按下时
0xF99BFA54	随机上位任务
0xF9B4C90E	沙海锤Ⅰ 
0xF9CB20D3	缠蛙狼牙棒Ⅰ 
0xF9D72160	阿剌克涅之鳞Ⅲ 
0xFA043656	强力狂野弓Ⅱ 
0xFA04B5DB	友爱珠【1】
0xFA067AB7	体积雾积分类型
0xFA0F6B94	黑蚀龙猫恐惧α
0xFA139D0D	冻峰龙之反叛
0xFA20FF83	骨制兵装Ⅲ 
0xFA28CF9B	怪异化调查任务最高等级
0xFA2BA233	希望长枪Ⅲ 
0xFA300F58	麻痹珠Ⅱ【2】
0xFA34FB71	粉尘效果
0xFA354B51	沙海龙的尖头壳
0xFA42E488	影蜘蛛之剑 
0xFA7C5918	冻峰金属风琴Ⅰ 
0xFA7EE951	护锁刃剑Ⅱ 
0xFA7FBAAE	强制出古董手办（直到你拿完全部）
0xFA8DC5E0	湮灭护火盾斧 
0xFA937D20	非法的怪物组合
0xFAC46E69	影蜘蛛猫铠甲
0xFACB656C	护辟兽猫铠甲
0xFAE5730D	体积雾
0xFAF8F945	图形设置
0xFB051A00	护辟轰笛Ⅱ 
0xFB0DC8DB	猎虫粉尘
0xFB22EDA0	波涛铳枪Ⅲ 
0xFB5459C0	禁用快速传送和返回村庄的动画镜头。
0xFB56AED8	西尔德猫服装α
0xFB5BFED4	桃毛斩斧Ⅱ 
0xFB74F49E	毒鸟铳枪Ⅱ 
0xFB75724B	沙海笛Ⅰ 
0xFB787F6F	刺花短剑Ⅰ 
0xFB950FF3	锁刃龙之饥饿
0xFB9C0D69	波衣龙猫面具α
0xFBEF52DF	炎尾弓Ⅰ 
0xFBF10803	铠龙α 
0xFC46B8EC	麻痹瓶追加
0xFC64A075	煌雷龙之力
0xFC73AF81	西尔德猫兜帽α
0xFC847F8F	拔打珠【1】
0xFC868D6E	焰狐龙
0xFCA10163	超会心
0xFCA3B640	西尔德棉布
0xFCB261DB	 成功将名字从 
0xFCB984DD	捕获用麻醉球
0xFCBD1BBB	意志of心灵 
0xFCCA16CE	优质锑石
0xFCDE796B	希望之刀Ⅲ 
0xFD36E5F2	辟虐弓Ⅲ 
0xFD80597D	草食种的甲壳
0xFD886240	骨制虫棍Ⅳ 
0xFD9177E4	水袋
0xFDC1909A	音速号角Ⅱ 
0xFDD61858	黄金虫头
0xFDEA1C36	刺花蜘蛛猫针
0xFE07E0A5	餐点防御术【大】
0xFE164BF3	火炎弹
0xFE1E6528	超心珠【1】
0xFE20E67B	白炎双剑Ⅱ 
0xFE3886F9	启动慢动作
0xFE758638	机械之音Ⅱ 
0xFE872D19	早复护石Ⅱ
0xFE9021ED	无伤护石Ⅱ
0xFEC8506F	磨刀Buff
0xFECC54F0	早复护石Ⅲ
0xFEDDEE37	技能 3 类型##Skill3Points%d
0xFEE3D9FD	是-禁用编辑
0xFEEDB990	骨制反曲刀Ⅰ 
0xFF1537FA	奖励概率
0xFF1779E7	精灵加护
0xFF1C5EDF	斩骨大剑 
0xFF23BB4D	耐毒护石Ⅰ
0xFF296315	希望号角Ⅳ 
0xFF30FA12	硬化弹
0xFF36D039	护锁刃枪Ⅱ 
0xFF38664B	霸主雷狼龙
0xFF4106BF	破龙·昂扬珠【3】
0xFF530D55	打磨·匠珠【3】
0xFF56C2E7	火种炎尾大剑 
0xFF5D86EA	苍雷晶碎片
0xFF62173F	眠草
0xFF68EADC	护辟兽狩猎证
0xFF86CA6C	火龙猫铠甲α
0xFF987A8F	狂澜波涛炮 
0xFF9C05C6	自尊of黑暗 
0xFFA21349	雌雄双龙剑 
0xFFC3F30C	小金
0xFFF71FBE	流水·击晕珠【3】
